cid,time,compile,vmlinux,GZIP-bzImage,GZIP-vmlinux,GZIP,BZIP2-bzImage,BZIP2-vmlinux,BZIP2,LZMA-bzImage,LZMA-vmlinux,LZMA,XZ-bzImage,XZ-vmlinux,XZ,LZO-bzImage,LZO-vmlinux,LZO,LZ4-bzImage,LZ4-vmlinux,LZ4
56425,321.476,True,21829984,5985744,8070608,5835706,9905616,11989928,5640295,4920784,7005136,4780659,4634064,6718840,4487148,6563280,8647544,6428312,7001552,9086128,6852661
56424,257.553,True,24608120,5002192,7088808,4800110,9192400,11278464,4873324,4043728,6129824,3851782,3789776,5876296,3591168,5727184,7813192,5539329,6251472,8337800,6048468
56423,257.304,True,24608120,5002192,7088808,4800104,9192400,11278464,4873263,4035536,6121632,3846596,3785680,5872200,3587148,5727184,7813192,5539326,6251472,8337800,6048468
56422,424.619,True,54231376,17236432,19321976,17090608,20554192,22639184,16293252,13607376,15692400,13474297,12894672,14980128,12752492,18805200,20890136,18672275,19960272,22045528,19816939
56421,319.183,True,72442600,11052592,13140400,10834921,15160880,17248144,10822208,8955440,11042736,8746078,8431152,10518880,8210848,12404272,14491480,12197966,13362736,15450264,13145001
56420,316.475,True,72442600,11052592,13140400,10834921,15160880,17248144,10822196,8955440,11042736,8746230,8431152,10518880,8211000,12404272,14491480,12197967,13362736,15450264,13145002
56419,398.101,True,46252912,13063632,15148152,12917841,16856528,18940496,12593015,10438096,12522096,10303334,9655760,11740192,9509848,14390736,16474648,14256302,15373776,17458008,15226234
56418,335.355,True,57380144,13280720,15366984,13076262,17397200,19482912,13074664,10634704,12720448,10443210,9881040,11967216,9681404,14931408,17017064,14742802,16127440,18213416,15923553
56417,335.986,True,57380144,13280720,15366984,13076265,17397200,19482912,13075540,10638800,12724544,10444713,9881040,11967216,9678160,14931408,17017064,14742806,16127440,18213416,15923554
56416,175.09,True,35733840,8368080,10454488,8219243,12034000,14119848,7770042,6651856,8737744,6514524,5672912,7759224,5527040,9191376,11277176,9056289,9830352,11916464,9684773
56415,191.259,True,20414016,5775824,7861368,5631777,9695696,11780688,5430927,4719056,6804080,4585448,4383184,6468640,4238964,6324688,8409624,6192634,6742480,8827736,6596732
56414,191.942,True,20414016,5775824,7861368,5631776,9695696,11780688,5431304,4719056,6804080,4582816,4383184,6468640,4239476,6324688,8409624,6192633,6742480,8827736,6596732
56413,295.986,True,71640640,13201360,15289000,13000163,17391568,19478656,13073006,10641360,12728480,10451305,8654800,10742352,8454096,14999504,17086536,14809908,16297936,18385288,16097254
56412,298.115,True,122927520,5727184,7812560,5580578,9507792,11592616,5243680,4637648,6722512,4499668,4019152,6104440,3871304,6271952,8356728,6135644,6689744,8774832,6539632
56411,292.953,True,122963728,5731280,7816656,5581492,9507792,11592616,5243090,4641744,6726608,4502558,4019152,6104440,3872976,6271952,8356728,6136714,6689744,8774832,6541630
56410,414.954,True,51998232,9457616,11545296,9248782,13533136,15620264,9206199,7434192,9521360,7232876,6442960,8530552,6236312,10907600,12994680,10709034,11907024,13994416,11696467
56409,428.866,True,26610888,7061552,9149320,6897932,10776624,12863840,6496879,5709872,7797120,5558846,4997168,7084848,4834000,7729200,9816360,7576749,8228912,10316392,8065387
56408,430.54,True,26610888,7061552,9149320,6896123,10776624,12863840,6497151,5709872,7797120,5558183,4997168,7084848,4833420,7725104,9812264,7575583,8224816,10312296,8063709
56407,642.776,True,109447888,31224784,33309816,31077813,33203152,35287632,28938560,24134608,26219120,24000133,22377424,24462368,22232064,34403280,36487704,34268268,36852688,38937432,36706630
56406,211.11,True,169218944,8625616,10713928,8424464,12705232,14792992,8386730,6794704,8882496,6606018,5918160,8006384,5718080,9948624,12036328,9760717,10857936,12945960,10656942
56405,212.843,True,169218944,8625616,10713928,8424463,12705232,14792992,8386832,6790608,8878400,6602223,5922256,8010480,5723964,9948624,12036328,9760721,10857936,12945960,10656945
56404,251.747,True,41410720,10950096,13034960,10801251,14714320,16798632,10449902,8934864,11019216,8798764,8689104,10773880,8540360,11916752,14001016,11780642,12772816,14857392,12623809
56403,717.476,True,574304136,9937168,12027184,9706752,14090512,16179976,9740555,8065296,10154792,7842660,7516432,9606360,7288108,11137296,13226704,10920118,11989264,14078992,11757396
56402,713.688,True,574304136,9937168,12027184,9706752,14090512,16179976,9740163,8061200,10150696,7839263,7520528,9610456,7291236,11137296,13226704,10920116,11989264,14078992,11757395
56401,333.236,True,251775272,16781776,18869064,16579019,21193168,23279904,16874204,13226448,15313216,13036762,11825616,13912816,11625364,19153360,21240040,18965607,20984272,23071272,20785248
56400,300.129,True,106107264,9311184,11396216,9165490,13046736,15131216,8781797,7644112,9728624,7506211,7189456,9274400,7043168,10163152,12247576,10027625,10765264,12850008,10619059
56399,300.399,True,106109792,9311184,11396216,9163706,13042640,15127120,8778566,7640016,9724528,7504397,7185360,9270304,7042336,10159056,12243480,10024319,10761168,12845912,10617226
56398,301.469,True,44081048,10433488,12518872,10283227,14156752,16241576,9890289,8266704,10351568,8130181,7631824,9717112,7485844,11584464,13669240,11449191,12403664,14488752,12254243
56397,285.865,True,40388432,10621904,12707288,10475259,14394320,16479144,10128609,8561616,10646480,8422364,6976464,9061752,6828464,11723728,13808504,11588779,12575696,14660784,12426067
56396,282.393,True,40388432,10621904,12707288,10475265,14394320,16479144,10128477,8557520,10642384,8421953,6976464,9061752,6831968,11723728,13808504,11588781,12575696,14660784,12426069
56395,337.272,True,99798240,17884720,19972584,17656885,21886512,23973816,17541255,13858352,15945696,13638262,12260912,14348680,12032452,21001776,23089032,20786640,23139888,25227456,22910904
56394,264.375,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56393,294.395,True,20212040,5460944,7545688,4516799,5460944,7545688,4278242,5460944,7545688,3608087,5460944,7545688,3130824,5460944,7545688,4972041,5460944,7545688,5315622
56392,247.187,True,20212040,4662224,6747264,4516799,8541136,10625616,4278242,3744720,5829232,3608087,3277776,5362720,3130824,5104592,7189016,4972041,5460944,7545688,5315622
56391,629.916,True,21412800,6374352,8459384,6227242,10306512,12390992,6044603,5227472,7311984,5091404,4965328,7050272,4821364,6951888,9036312,6820475,7398352,9483096,7253738
56390,624.617,True,21412800,6374352,8459384,6226909,10306512,12390992,6043637,5223376,7307888,5089823,4965328,7050272,4819964,6951888,9036312,6820355,7398352,9483096,7253629
56389,198.778,True,24408024,7283152,9369040,7134156,11166160,13251496,6901313,6046160,8131536,5910797,5743056,7828856,5597724,7893456,9978744,7760130,8364496,10450096,8218073
56388,139.421,True,25621600,4326864,6413176,4115453,8517072,10602832,4188217,3552720,5638512,3350770,3376592,5462816,3164568,4847056,6932760,4646752,5223888,7309912,5014044
56387,134.035,True,25621600,4326864,6413176,4115453,8517072,10602832,4187928,3556816,5642608,3354281,3376592,5462816,3164768,4847056,6932760,4646754,5223888,7309912,5014046
56386,423.168,True,147154688,22954448,25041576,22755217,26747344,28833920,22428701,17887696,19974304,17696288,16290256,18377296,16090244,26452432,28538952,26265551,28836304,30923144,28635032
56385,370.304,True,133993816,14149072,16233936,14000733,17860048,19944360,13594331,11589072,13673424,11452793,9541072,11625848,9394188,15431120,17515384,15296646,16418256,18502832,16270563
56384,373.452,True,133993768,14149072,16233936,14000076,17860048,19944360,13595101,11589072,13673424,11451972,9545168,11629944,9397128,15431120,17515384,15296606,16418256,18502832,16270584
56383,246.706,True,57733608,10905360,12992392,10736552,14952208,17038696,10666908,8603408,10689928,8444282,8263440,10350384,8098036,12171024,14257456,12015873,13154064,15240816,12984267
56382,697.865,True,52940928,16778704,18863568,16629586,19871184,21955496,15606430,13432272,15516624,13295878,11023824,13108600,10875000,18228688,20312952,18093039,19482064,21566640,19333637
56381,695.927,True,52940928,16778704,18863568,16629586,19871184,21955496,15605468,13432272,15516624,13295539,11023824,13108600,10878268,18228688,20312952,18093039,19482064,21566640,19333637
56380,401.169,True,51820024,11269680,13356256,11102698,15009328,17095352,10724707,9098800,11184864,8942020,8574512,10661000,8410532,12355120,14441096,12200296,13121072,15207360,12954284
56379,342.81,True,34983776,6575056,8661832,6374733,10802128,12888352,6483074,5293008,7379264,5102564,4948944,7035632,4750364,7484368,9570536,7296654,8152016,10238504,7948534
56378,342.477,True,34983776,6575056,8661832,6374746,10802128,12888352,6483397,5297104,7383360,5104309,4948944,7035632,4749524,7484368,9570536,7296657,8152016,10238504,7948537
56377,508.924,True,133443224,23007696,25094824,22808906,26952144,29038720,22631814,17498576,19585184,17307167,15921616,18008656,15721172,26964432,29050952,26777991,29667792,31754632,29468965
56376,369.505,True,262323880,21574608,23661224,21372645,26637264,28723328,22319632,15639504,17725600,15448727,14681040,16767568,14481396,26289104,28375112,26099750,29742032,31828360,29543270
56375,373.031,True,262323880,21574608,23661224,21372701,26637264,28723328,22319354,15651792,17737888,15462784,14693328,16779856,14495300,26289104,28375112,26099812,29742032,31828360,29543325
56374,390.626,True,69081120,6927312,9012344,6779073,10986448,13070928,6722152,5489616,7574128,5355903,5333968,7418912,5189684,7705552,9789976,7571623,8373200,10457944,8225597
56373,337.818,True,101967656,14857680,16942552,14708838,17929680,20013992,13665720,11806160,13890512,11668027,10270160,12354936,10123096,16233936,18318200,16097701,17286608,19371184,17137342
56372,335.274,True,101967656,14857680,16942552,14708837,17929680,20013992,13665276,11806160,13890512,11666939,10270160,12354936,10125252,16233936,18318200,16097700,17286608,19371184,17137342
56371,190.485,True,31934248,6841296,8928120,6629068,10916816,13003088,6586234,5579728,7666032,5380431,5280720,7367456,5072236,7689168,9775384,7489693,8283088,10369624,8070947
56370,186.471,True,34805000,9502160,11589080,9357332,13016528,15102888,8754248,7593424,9679824,7455649,6442448,8529272,6298864,10390992,12477304,10257588,11070928,13157552,10925080
56369,188.275,True,34805000,9502160,11589080,9357337,13016528,15102888,8753643,7593424,9679824,7455637,6442448,8529272,6298508,10390992,12477304,10257590,11070928,13157552,10925082
56368,156.813,True,31538496,7484368,9569400,7338323,11191248,13275728,6926157,5977040,8061552,5844257,5157840,7242784,5014020,8209360,10293784,8078021,8774608,10859352,8628847
56367,616.617,True,59225920,12755920,14841304,12609723,16200656,18285480,11936902,10114000,12198864,9978618,7697360,9782648,7550452,13992912,16077688,13856770,15008720,17093808,14859277
56366,613.755,True,59225920,12755920,14841304,12609724,16200656,18285480,11936859,10118096,12202960,9980806,7697360,9782648,7552256,13992912,16077688,13856771,15008720,17093808,14859277
56365,380.437,True,50619536,12355024,14439888,12205314,16000464,18084776,11735876,9942480,12026832,9806856,9254352,11339128,9108224,13493712,15577976,13359808,14357968,16442544,14209680
56364,506.071,True,53898592,7578672,9666992,7358919,11592752,13680528,7256886,6173744,8261552,5967572,5846064,7934304,5628628,8479792,10567512,8272410,9131056,11219096,8912132
56363,505.597,True,53898592,7578672,9666992,7358921,11592752,13680528,7256446,6173744,8261552,5967090,5846064,7934304,5631276,8479792,10567512,8272410,9131056,11219096,8912132
56362,223.282,True,62639488,8639952,10724472,8495381,12228048,14312016,7965395,6833616,8917616,6697857,6321616,8406048,6176272,9496016,11579928,9364673,10053072,12137304,9907795
56361,371.512,True,45824224,14374352,16459224,14225774,18097616,20181928,13831836,11728336,13812688,11591401,9754064,11838840,9606396,15758800,17843064,15623554,16864720,18949296,16715821
56360,374.721,True,45824224,14374352,16459224,14225775,18097616,20181928,13831893,11728336,13812688,11591558,9754064,11838840,9609560,15758800,17843064,15623557,16864720,18949296,16715823
56359,269.706,True,273456376,4019152,6105768,3818966,8209360,10295424,3889881,3306448,5392544,3116086,3175376,5261904,2974732,4539344,6625352,4351005,4903888,6990216,4703220
56358,246.998,True,27065080,7528400,9614456,7385165,11255760,13341264,6993267,6123472,8209008,5990407,4771792,6857760,4628772,8204240,10289688,8071665,8753104,10838872,8608521
56357,246.199,True,27065080,7528400,9614456,7385165,11255760,13341264,6993325,6123472,8209008,5989011,4767696,6853664,4626140,8204240,10289688,8071667,8753104,10838872,8608521
56356,271.064,True,48626312,11342800,13428176,11195884,14742480,16827304,10475095,8913872,10998736,8777645,7685072,9770360,7540168,12497872,14582648,12360688,13362128,15447216,13214429
56355,534.998,True,73746072,17888720,19973584,17741312,21194192,23278504,16930100,14222800,16307152,14086520,13493712,15578488,13347888,19723728,21807992,19588968,21001680,23086256,20853096
56354,539.873,True,73746072,17888720,19973584,17741313,21198288,23282600,16930345,14218704,16303056,14082726,13501904,15586680,13353048,19723728,21807992,19588971,21001680,23086256,20853098
56353,157.168,True,20045888,5611472,7697880,5463769,9625552,11711400,5361759,4636624,6722512,4500391,4284368,6370680,4137776,6139856,8225656,6006618,6569936,8656048,6422847
56352,238.464,True,72566224,11862992,13949608,11663270,15991760,18077824,11672065,9266128,11352224,9073341,7967696,10054224,7769596,13845456,15931464,13658797,15205328,17291656,15003110
56351,240.35,True,72566224,11862992,13949608,11663269,15991760,18077824,11672162,9262032,11348128,9070849,7967696,10054224,7768572,13845456,15931464,13658796,15205328,17291656,15003109
56350,249.967,True,23146976,6108112,8193488,5961899,10060752,12145576,5794830,5002192,7087056,4864716,4129744,6215032,3983816,6702032,8786808,6564600,7164880,9249968,7018390
56349,339.654,True,237177880,9888528,11978032,9658825,14131984,16220936,9783035,7893776,9982760,7672590,7344912,9434328,7113640,11256592,13345488,11036546,12235536,14324752,12006346
56348,340.393,True,237173744,9888528,11978032,9656948,14131984,16220936,9781747,7893776,9982760,7672781,7336720,9426136,7105544,11252496,13341392,11035806,12235536,14324752,12005653
56347,532.383,True,19912960,5428688,7513552,5279099,9209296,11293608,4943137,4429264,6513616,4291706,3802576,5887352,3656372,5891536,7975800,5756668,6268368,8352944,6121554
56346,419.626,True,139938472,17413584,19498448,17264150,21538256,23622568,17271282,13809104,15893456,13672960,12355024,14439800,12207312,19281360,21365624,19145409,20964816,23049392,20816029
56345,423.693,True,139938480,17413584,19498448,17265636,21542352,23626664,17274348,13813200,15897552,13674499,12363216,14447992,12214480,19281360,21365624,19145403,20964816,23049392,20816102
56344,230.143,True,28087008,7791568,9876944,7644021,11559888,13644712,7294389,6407120,8491984,6267644,6050768,8136056,5902992,8487888,10572664,8353868,8983504,11068592,8833756
56343,245.436,True,36124152,8962096,11049864,8798372,12824624,14911840,8542668,7241776,9329024,7091166,6840368,8928048,6677976,9904176,11991336,9752879,10608688,12696168,10444924
56342,243.22,True,36124152,8962096,11049864,8798372,12824624,14911840,8542635,7245872,9333120,7093746,6840368,8928048,6679996,9904176,11991336,9752882,10608688,12696168,10444926
56341,284.538,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56340,683.157,True,47160448,10576336,12663672,10365948,14582224,16669008,10252747,8659408,10746224,8457021,8135120,10222368,7925344,11784656,13871384,11587363,12636624,14723672,12424224
56339,678.576,True,47156544,10572240,12659576,10362860,14582224,16669008,10252777,8651216,10738032,8452001,8126928,10214176,7918580,11780560,13867288,11581058,12628432,14715480,12419251
56338,353.151,True,23619048,6431184,8517072,6282982,10285520,12370856,6021064,5255632,7341008,5120025,4960720,7046520,4816060,7033296,9118584,6897265,7475664,9561264,7328690
